code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click,withdrawn
DDD,2014B,619359,M,East Anglian Region,HE Qualification,0,60,Y,Distinction,95.0,True,False,False,0.0,1.0,1.0,78.0,95.8670044117103,1.7235033659151309,0
DDD,2014B,619382,M,Ireland,HE Qualification,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,619403,F,Scotland,HE Qualification,0,60,N,Pass,25.0,True,False,False,0.0,0.8333333333333334,1.0,64.0,88.4860290590561,1.8068326586185846,0
DDD,2014B,619851,F,North Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,619908,M,South Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,619939,F,Scotland,Lower Than A Level,0,75,N,Fail,85.0,True,False,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,0.875,3.5,0
DDD,2014B,619964,F,Yorkshire Region,A Level or Equivalent,0,60,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620060,F,South Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620102,M,Scotland,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,0.5,0.0,0.0,29.65260989010989,1.7231597303405812,0
DDD,2014B,620106,M,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620159,M,South West Region,HE Qualification,0,60,N,Pass,55.0,False,True,False,0.0,0.5,1.0,87.0,69.79526970812182,1.6485309812774602,0
DDD,2014B,620231,M,Scotland,HE Qualification,0,60,N,Pass,85.0,True,False,False,0.0,0.8333333333333334,1.0,60.0,97.25782566561978,1.5727818096935744,0
DDD,2014B,620243,M,South West Region,Lower Than A Level,0,90,N,Pass,85.0,True,False,False,0.0,0.8333333333333334,1.0,62.0,38.40761904761905,1.9169047619047617,0
DDD,2014B,620337,F,East Anglian Region,HE Qualification,0,120,N,Fail,35.0,False,True,False,0.0,1.0,1.0,33.0,97.76586096174928,4.906356236181622,0
DDD,2014B,620393,M,North Region,A Level or Equivalent,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620437,F,South Region,A Level or Equivalent,0,60,N,Fail,65.0,True,False,False,0.0,0.8333333333333334,1.0,22.0,62.454491288974936,1.6786630963608529,0
DDD,2014B,620508,M,West Midlands Region,Lower Than A Level,0,90,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620608,F,North Western Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.6666666666666666,1.0,22.0,44.620670997146945,1.6006936523621513,0
DDD,2014B,620630,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,85.0,False,False,True,0.0,1.0,1.0,87.0,73.80676554683761,1.6518544831375641,0
DDD,2014B,620658,M,Ireland,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,0.6666666666666666,1.0,64.0,30.13550986876313,2.19403454587051,0
DDD,2014B,620734,M,South Region,HE Qualification,0,60,N,Distinction,75.0,True,False,False,0.0,1.0,1.0,93.0,77.44610005379236,1.307242630908251,0
DDD,2014B,620793,F,East Anglian Region,A Level or Equivalent,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620820,M,South Region,A Level or Equivalent,0,60,N,Distinction,95.0,False,True,False,0.0,1.0,1.0,96.0,96.93319665707897,2.06713688779952,0
DDD,2014B,620892,M,South Region,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,26.437431213513253,3.2410248588381663,0
DDD,2014B,620925,F,Wales,A Level or Equivalent,0,60,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620951,M,Scotland,Lower Than A Level,0,60,N,Withdrawn,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,620974,F,South West Region,A Level or Equivalent,0,90,Y,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,621004,M,London Region,A Level or Equivalent,0,60,N,Pass,45.0,True,False,False,0.0,0.6666666666666666,1.0,58.0,31.756613756613756,2.121279761904762,0
DDD,2014B,621010,M,West Midlands Region,Lower Than A Level,0,60,N,Pass,45.0,True,False,False,0.0,1.0,1.0,42.0,91.96717928278608,1.4552246637918997,0
DDD,2014B,621300,M,London Region,A Level or Equivalent,0,90,N,Distinction,35.0,True,False,False,0.0,1.0,1.0,82.0,77.311328125,1.7182539682539684,0
DDD,2014B,621352,M,Ireland,A Level or Equivalent,0,60,N,Fail,85.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,24.47979640408425,2.155096063730084,0
DDD,2014B,621384,M,London Region,Lower Than A Level,0,60,N,Fail,85.0,True,False,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,-5.092592592592593,1.5185185185185184,0
DDD,2014B,621442,M,Wales,Lower Than A Level,0,60,N,Pass,95.0,True,False,False,0.0,1.0,1.0,78.0,121.7814139941691,1.8046161321671526,0
DDD,2014B,621457,M,North Western Region,A Level or Equivalent,0,60,Y,Distinction,25.0,False,True,False,0.0,1.0,1.0,91.0,94.57396263522584,1.4979313877091365,0
DDD,2014B,621615,M,Scotland,HE Qualification,0,60,N,Distinction,85.0,True,False,False,0.0,0.8333333333333334,1.0,82.0,55.788656062081785,1.5266335585554867,0
DDD,2014B,621659,F,South East Region,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,621675,M,South Region,Lower Than A Level,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,621699,F,East Midlands Region,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,0.8333333333333334,1.0,80.0,58.31719108052442,1.4219836953170286,0
DDD,2014B,621883,M,North Western Region,Lower Than A Level,0,60,N,Distinction,5.0,True,False,False,0.0,1.0,1.0,82.0,104.81723614035839,1.6680462047036573,0
DDD,2014B,621908,M,North Western Region,Lower Than A Level,0,60,N,Fail,35.0,True,False,False,0.0,0.6666666666666666,1.0,38.0,96.24097230871425,1.9090027815834267,0
DDD,2014B,622086,M,North Western Region,HE Qualification,0,60,N,Pass,95.0,False,True,False,0.0,0.6666666666666666,1.0,38.0,107.81727807711414,1.575415568038519,0
DDD,2014B,622175,F,North Western Region,A Level or Equivalent,0,120,N,Fail,55.0,True,False,False,0.0,0.6666666666666666,1.0,29.0,57.95824713480964,1.5159242956117955,0
DDD,2014B,622192,F,Scotland,A Level or Equivalent,0,60,N,Distinction,35.0,True,False,False,0.0,1.0,1.0,89.0,78.37125691130335,1.2208634141915875,0
DDD,2014B,622199,M,South West Region,A Level or Equivalent,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622207,M,South Region,Lower Than A Level,0,60,N,Fail,75.0,True,False,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,-12.375757575757575,1.1772727272727272,0
DDD,2014B,622215,F,South Region,A Level or Equivalent,0,90,N,Pass,85.0,True,False,False,0.0,0.6666666666666666,1.0,42.0,99.13024691358025,4.41661918328585,0
DDD,2014B,622225,M,South Region,A Level or Equivalent,0,60,Y,Fail,65.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,44.50378787878788,1.9295454545454547,0
DDD,2014B,622256,M,East Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622281,M,East Midlands Region,A Level or Equivalent,0,60,Y,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622333,M,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622413,F,South Region,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,1.0,1.0,62.0,119.64527745283719,1.3563034991458705,0
DDD,2014B,622435,M,East Midlands Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.8333333333333334,1.0,42.0,76.77580207048051,2.1003051128956924,0
DDD,2014B,622499,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622541,M,Scotland,HE Qualification,0,60,N,Pass,95.0,True,False,False,0.0,0.6666666666666666,1.0,42.0,109.14628780446957,1.6440812604453865,0
DDD,2014B,622571,M,South East Region,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,41.016478696741856,1.6707393483709274,0
DDD,2014B,622614,M,South West Region,Lower Than A Level,0,60,N,Fail,35.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,12.167324342324342,1.628019203019203,0
DDD,2014B,622626,F,South East Region,A Level or Equivalent,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622630,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622657,M,South Region,Lower Than A Level,0,60,N,Fail,45.0,False,True,False,0.0,0.0,0.0,0.0,15.295419175332968,1.4389892355409597,0
DDD,2014B,622672,M,North Western Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622724,M,South East Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,1.0,1.0,56.0,93.50796530209803,1.93884835514049,0
DDD,2014B,622764,F,East Anglian Region,A Level or Equivalent,0,60,N,Distinction,85.0,False,True,False,0.0,1.0,1.0,96.0,83.35714798247294,1.4560628152682233,0
DDD,2014B,622790,M,South East Region,HE Qualification,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622792,M,North Region,A Level or Equivalent,0,60,N,Fail,85.0,True,False,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,-0.3454545454545455,1.6909090909090911,0
DDD,2014B,622844,F,South East Region,A Level or Equivalent,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622851,M,South West Region,A Level or Equivalent,0,60,N,Fail,5.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,0.7755050505050508,1.3024410774410775,0
DDD,2014B,622873,F,East Midlands Region,Lower Than A Level,0,60,Y,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,622900,F,London Region,HE Qualification,0,60,N,Fail,5.0,True,False,False,0.0,0.5,0.0,0.0,27.39810090702948,2.181689342403628,0
DDD,2014B,622968,F,East Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623008,M,London Region,A Level or Equivalent,0,60,Y,Pass,45.0,False,True,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,115.14863073434502,2.0148220826792254,0
DDD,2014B,623015,F,Wales,A Level or Equivalent,0,90,N,Fail,5.0,True,False,False,0.0,0.6337579617834395,0.554140127388535,38.28768577494692,16.583333333333332,3.138888888888889,0
DDD,2014B,623052,F,London Region,A Level or Equivalent,0,90,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623073,F,North Region,A Level or Equivalent,0,60,N,Pass,47.115494568324756,False,True,False,0.0,1.0,1.0,80.0,93.13417705999193,1.6703578557384888,0
DDD,2014B,623099,M,Scotland,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623164,F,West Midlands Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,1.0,71.0,86.18304531322035,1.3333042268144646,0
DDD,2014B,623210,M,East Midlands Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.5,1.0,38.0,90.75861583836193,1.565550206793681,0
DDD,2014B,623257,M,Yorkshire Region,A Level or Equivalent,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623332,M,Scotland,A Level or Equivalent,0,120,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623347,M,Ireland,Post Graduate Qualification,0,90,N,Distinction,47.115494568324756,True,False,False,0.0,1.0,1.0,91.0,81.36551530299481,1.2272572455792794,0
DDD,2014B,623514,F,West Midlands Region,HE Qualification,0,60,N,Pass,15.0,False,True,False,0.0,1.0,1.0,80.0,109.20563456160458,1.72364781797463,0
DDD,2014B,623541,M,Wales,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,0.6666666666666666,1.0,76.0,40.41595475404606,1.668709865488559,0
DDD,2014B,623585,M,North Western Region,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,0.6666666666666666,1.0,60.0,68.59869458698552,1.4310493186509055,0
DDD,2014B,623601,M,East Anglian Region,Lower Than A Level,0,60,N,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623740,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623815,F,North Western Region,A Level or Equivalent,0,90,N,Pass,5.0,False,True,False,0.0,0.8333333333333334,1.0,60.0,82.87610316127031,1.54580405107842,0
DDD,2014B,623826,M,South Region,A Level or Equivalent,0,90,N,Distinction,95.0,True,False,False,0.0,1.0,1.0,91.0,95.674386619711,1.4083440412214974,0
DDD,2014B,623829,F,North Region,Lower Than A Level,0,60,N,Withdrawn,47.115494568324756,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623834,M,South Region,Lower Than A Level,0,60,Y,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,623917,M,South Region,Lower Than A Level,0,120,N,Fail,35.0,False,True,False,0.0,0.16666666666666666,0.0,0.0,19.709374945822713,1.6547312005080705,0
DDD,2014B,623931,F,London Region,HE Qualification,0,60,N,Pass,15.0,True,False,False,0.0,1.0,1.0,69.0,101.38139163163495,3.180228512681238,0
DDD,2014B,623932,M,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,-1.451231330397997,1.974894241560908,0
DDD,2014B,623997,M,North Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624007,M,Scotland,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,1.0,73.0,76.2374824929972,1.6299167444755678,0
DDD,2014B,624052,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,1.0,84.0,104.60798263694498,1.9637772101201287,0
DDD,2014B,624068,M,South East Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624077,F,North Region,HE Qualification,0,60,N,Distinction,47.115494568324756,True,False,False,0.0,1.0,1.0,100.0,124.389495963349,1.7316599562656911,0
DDD,2014B,624078,F,East Anglian Region,A Level or Equivalent,0,60,N,Fail,5.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,24.06154647668086,1.6488140618187894,0
DDD,2014B,624093,M,London Region,A Level or Equivalent,0,60,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624105,M,South East Region,Lower Than A Level,0,60,N,Fail,5.0,False,True,False,0.0,0.0,0.0,0.0,27.58617335823218,1.3960862122626827,0
DDD,2014B,624156,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,5.0,True,False,False,0.0,0.8333333333333334,1.0,73.0,98.30880747730238,1.8279741658568187,0
DDD,2014B,624358,F,North Western Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,0.6666666666666666,1.0,69.0,93.32144509404962,1.5261017342936525,0
DDD,2014B,624407,M,East Anglian Region,A Level or Equivalent,0,120,N,Fail,75.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,59.351466049382715,1.394675925925926,0
DDD,2014B,624476,F,Wales,A Level or Equivalent,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624492,M,London Region,Lower Than A Level,0,60,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624493,M,North Western Region,Lower Than A Level,0,60,N,Distinction,15.0,True,False,False,0.0,1.0,1.0,89.0,84.55603775051999,1.548222378840979,0
DDD,2014B,624570,M,London Region,Lower Than A Level,0,60,N,Fail,15.0,False,True,False,0.0,0.0,0.0,0.0,72.32172290988292,1.5409994681722528,0
DDD,2014B,624585,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,0.5,1.0,67.0,80.1726510711012,1.9363769157367539,0
DDD,2014B,624610,F,North Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624651,M,North Region,Lower Than A Level,0,60,N,Withdrawn,47.115494568324756,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624730,M,Yorkshire Region,Lower Than A Level,0,90,N,Fail,15.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,63.08554067460317,2.5450396825396826,0
DDD,2014B,624789,M,Scotland,HE Qualification,0,60,Y,Pass,5.0,True,False,False,0.0,0.8333333333333334,1.0,62.0,58.84104619526851,1.2575861275741564,0
DDD,2014B,624804,F,East Midlands Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,0.8333333333333334,1.0,76.0,39.46706411145797,2.067389293559949,0
DDD,2014B,624829,M,Scotland,Lower Than A Level,0,60,N,Fail,95.0,False,True,False,0.0,0.5,0.0,0.0,17.295440718732316,1.5803798811544991,0
DDD,2014B,624839,M,North Western Region,Lower Than A Level,0,60,N,Pass,65.0,True,False,False,0.0,0.8333333333333334,1.0,73.0,85.26874036947426,1.5965927947608138,0
DDD,2014B,624881,F,Scotland,Post Graduate Qualification,0,60,N,Pass,55.0,True,False,False,0.0,1.0,1.0,71.0,94.76146862098632,1.7641148386705334,0
DDD,2014B,624921,M,South East Region,Lower Than A Level,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,624927,M,East Midlands Region,HE Qualification,0,60,N,Distinction,85.0,True,False,False,0.0,1.0,1.0,80.0,89.46065335224999,1.4729601499690783,0
DDD,2014B,624944,F,North Region,Lower Than A Level,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625035,M,Ireland,Lower Than A Level,0,60,N,Distinction,35.0,False,True,False,0.0,1.0,1.0,93.0,100.66262654400954,1.6366788365246911,0
DDD,2014B,625080,M,North Region,Post Graduate Qualification,0,60,N,Withdrawn,47.115494568324756,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625098,M,East Anglian Region,Lower Than A Level,0,60,N,Fail,35.0,True,False,False,0.0,0.8333333333333334,0.0,0.0,35.390896103896104,1.3931688311688313,0
DDD,2014B,625218,F,South Region,A Level or Equivalent,0,60,Y,Distinction,95.0,True,False,False,0.0,1.0,1.0,96.0,103.82377345468794,1.7237640045741423,0
DDD,2014B,625263,F,London Region,HE Qualification,0,60,N,Pass,5.0,True,False,False,0.0,1.0,1.0,84.0,101.70745418904428,1.7716758976906166,0
DDD,2014B,625427,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,1.0,1.0,82.0,103.65633743494038,1.5444318156993084,0
DDD,2014B,625568,M,South Region,A Level or Equivalent,0,90,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625613,M,Yorkshire Region,Lower Than A Level,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625615,M,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.16666666666666666,0.0,0.0,79.39161065542645,2.021890268600795,0
DDD,2014B,625714,M,East Anglian Region,HE Qualification,0,90,N,Pass,55.0,True,False,False,0.0,0.6666666666666666,1.0,53.0,46.17679935556279,1.1988726874479563,0
DDD,2014B,625748,M,Wales,HE Qualification,0,60,N,Pass,95.0,True,False,False,0.0,1.0,1.0,73.0,49.91660941231421,1.415444675470779,0
DDD,2014B,625864,F,South East Region,Lower Than A Level,0,60,N,Pass,65.0,False,True,False,0.0,1.0,1.0,60.0,102.10198352803924,2.0604504732803854,0
DDD,2014B,625874,F,East Anglian Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625902,F,Scotland,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625913,F,South East Region,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,625983,M,Wales,Lower Than A Level,0,60,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626018,F,North Western Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.6666666666666666,1.0,38.0,52.5494823233854,2.7221219076869194,0
DDD,2014B,626040,M,South Region,A Level or Equivalent,0,60,N,Fail,95.0,True,False,False,0.0,0.3333333333333333,1.0,56.0,43.47696909571909,1.5070090788840789,0
DDD,2014B,626049,M,North Western Region,HE Qualification,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626061,F,Scotland,A Level or Equivalent,0,120,N,Pass,5.0,True,False,False,0.0,0.8333333333333334,1.0,56.0,63.333144368858655,1.6895313681027966,0
DDD,2014B,626114,F,Scotland,Lower Than A Level,0,60,Y,Distinction,25.0,True,False,False,0.0,1.0,1.0,84.0,105.46724849235719,1.418545354112772,0
DDD,2014B,626146,F,South West Region,A Level or Equivalent,0,60,N,Pass,45.0,True,False,False,0.0,0.8333333333333334,1.0,76.0,92.71728133211326,1.5624070653902586,0
DDD,2014B,626172,F,East Midlands Region,A Level or Equivalent,0,60,N,Distinction,85.0,True,False,False,0.0,1.0,1.0,82.0,74.59786970464567,1.39384063180151,0
DDD,2014B,626192,M,South Region,HE Qualification,0,60,N,Pass,45.0,True,False,False,0.0,1.0,1.0,80.0,114.44693953898584,1.6006656565073598,0
DDD,2014B,626217,F,London Region,A Level or Equivalent,0,60,N,Fail,75.0,True,False,False,0.0,0.5,0.0,0.0,56.308110251955235,1.7511209205909894,0
DDD,2014B,626238,M,Wales,HE Qualification,0,60,N,Pass,95.0,True,False,False,0.0,1.0,1.0,76.0,97.11892189253781,1.3467228470070784,0
DDD,2014B,626321,F,Yorkshire Region,A Level or Equivalent,0,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626348,M,South Region,A Level or Equivalent,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626405,M,Wales,A Level or Equivalent,0,60,N,Fail,85.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,44.58283717141788,1.4765877407130548,0
DDD,2014B,626417,M,Wales,Lower Than A Level,0,90,N,Distinction,85.0,True,False,False,0.0,1.0,1.0,84.0,77.89937832002592,1.706746001405379,0
DDD,2014B,626450,M,South Region,A Level or Equivalent,0,60,N,Distinction,95.0,False,True,False,0.0,1.0,1.0,87.0,101.20543502420358,1.599650445670767,0
DDD,2014B,626546,M,North Region,A Level or Equivalent,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626551,M,Ireland,A Level or Equivalent,0,60,N,Distinction,47.115494568324756,True,False,False,0.0,0.8333333333333334,1.0,89.0,103.08142168874895,1.3850843167090474,0
DDD,2014B,626556,M,Scotland,HE Qualification,0,60,N,Pass,35.0,True,False,False,0.0,1.0,1.0,84.0,116.05502213142661,2.220090957731407,0
DDD,2014B,626607,F,South Region,Lower Than A Level,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626679,F,North Western Region,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,12.933919768101967,1.775353432411763,0
DDD,2014B,626723,F,South West Region,A Level or Equivalent,0,60,N,Fail,75.0,True,False,False,0.0,0.3333333333333333,0.0,0.0,17.85327380952381,1.4607142857142859,0
DDD,2014B,626798,M,East Midlands Region,Lower Than A Level,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626852,M,North Western Region,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,1.0,1.0,56.0,80.34087963698641,1.6698734925931813,0
DDD,2014B,626885,M,North Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,0.8333333333333334,1.0,58.0,63.5906002590114,1.396451693665549,0
DDD,2014B,626889,F,South West Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,0.8333333333333334,1.0,49.0,77.80476846385938,1.662791551882461,0
DDD,2014B,626930,M,Wales,Lower Than A Level,0,90,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,626979,M,East Anglian Region,Lower Than A Level,0,60,N,Fail,95.0,True,False,False,0.0,0.6666666666666666,1.0,47.0,126.18753135114653,2.2632874992581637,0
DDD,2014B,627021,M,Wales,HE Qualification,0,60,N,Pass,55.0,True,False,False,0.0,1.0,1.0,44.0,128.86955128205128,1.513815207780725,0
DDD,2014B,627071,M,Wales,A Level or Equivalent,0,60,Y,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
DDD,2014B,627100,M,Scotland,A Level or Equivalent,0,60,N,Pass,25.0,True,False,False,0.0,0.5,1.0,71.0,80.58428542528236,2.036604772605221,0
DDD,2014B,627173,F,West Midlands Region,A Level or Equivalent,0,120,N,Fail,15.0,True,False,False,0.0,0.6666666666666666,0.0,0.0,59.303899240855756,1.613077984817115,0
DDD,2014B,627184,M,North Western Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,0.8333333333333334,1.0,49.0,64.61936864633493,1.458752452291778,0
DDD,2014B,627276,F,Scotland,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,1.0,78.0,85.23554977808541,1.4401205464221218,0
