code_module;code_presentation;id_student;gender;region;highest_education;num_of_prev_attempts;studied_credits;disability;imd_band_numeric;age_0-35;age_35-55;age_55<=;weighted_grade;pass_rate;exam_taken;exam_score_filled;date;sum_click;withdrawn
CCC;2014J;1638548;M;Scotland;A Level or Equivalent;1;120;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;521895;F;North Region;A Level or Equivalent;0;120;N;47.115494568324756;True;False;False;0.0;0.7272727272727273;0.0;0.0;99.7732293697206;1.4630093752900768;0
FFF;2014B;2022750;M;Scotland;Lower Than A Level;0;60;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;677741;M;South Region;A Level or Equivalent;0;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;71.22417526731145;2.715728167090925;0
FFF;2014B;203568;F;East Anglian Region;Lower Than A Level;1;180;N;45.0;True;False;False;0.0;0.5833333333333334;0.0;0.0;68.530356129676;3.933162003881446;0
DDD;2013B;2581822;M;West Midlands Region;HE Qualification;0;120;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;345442;M;Ireland;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.25;0.0;0.0;59.774294409807226;1.7787759762962039;0
GGG;2014J;646891;F;South Region;Lower Than A Level;0;60;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;591318;M;South Region;Lower Than A Level;0;60;Y;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;443950;M;Ireland;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;81.46635251456375;3.0218574422616418;0
BBB;2013J;579259;F;London Region;Lower Than A Level;0;120;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;84605;M;North Region;A Level or Equivalent;1;120;N;47.115494568324756;False;True;False;0.0;0.6666666666666666;1.0;76.0;125.53075483091787;1.9592028985507246;0
EEE;2014B;2359504;F;Scotland;Post Graduate Qualification;0;30;N;95.0;False;True;False;0.0;0.25;0.0;0.0;28.418634501699017;3.8970209002467064;0
CCC;2014B;631655;M;East Anglian Region;HE Qualification;0;60;N;85.0;True;False;False;0.0;1.0;1.0;38.0;95.67223919962684;2.4917704798322773;0
CCC;2014B;588956;M;South East Region;HE Qualification;0;120;N;75.0;True;False;False;0.0;0.375;1.0;78.0;133.17959770114942;2.0543766578249336;0
DDD;2013B;304893;M;North Western Region;A Level or Equivalent;0;120;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;566970;M;East Anglian Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;676963;M;Scotland;A Level or Equivalent;0;60;N;5.0;False;True;False;0.0;1.0;1.0;69.0;102.84690010711682;1.7005941449298498;0
EEE;2014B;540509;M;South East Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;92.91160874822565;3.46204292121138;0
FFF;2014B;626530;M;Wales;HE Qualification;0;60;N;35.0;False;True;False;0.0;1.0;0.0;0.0;84.3833517344253;7.350546019790973;0
DDD;2013B;2248715;M;South West Region;HE Qualification;1;90;N;75.0;True;False;False;0.0;0.9230769230769231;1.0;53.0;97.81507098102783;1.6854091571473024;0
BBB;2014B;585150;F;West Midlands Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;1.0;0.0;0.0;114.27196804647784;1.4919898329702252;0
BBB;2013J;567160;F;East Anglian Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.7272727272727273;0.0;0.0;56.19227994227994;1.5438311688311688;0
FFF;2014J;586811;M;South Region;A Level or Equivalent;1;60;N;95.0;True;False;False;0.0;0.08333333333333333;0.0;0.0;18.216756272401433;2.889426523297491;0
BBB;2014B;340962;F;Ireland;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;598451;M;East Anglian Region;Lower Than A Level;0;120;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;151697;F;East Midlands Region;A Level or Equivalent;0;60;Y;95.0;True;False;False;0.0;1.0;0.0;0.0;92.70243627686237;1.6948748200287953;0
BBB;2014J;420631;F;Yorkshire Region;Lower Than A Level;0;60;N;55.0;False;True;False;0.0;0.8;0.0;0.0;70.5396659100639;2.830114248813713;0
BBB;2013B;351290;F;East Midlands Region;Lower Than A Level;2;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;83.6896775638155;1.8901258103804026;0
DDD;2013J;352771;F;Yorkshire Region;A Level or Equivalent;0;60;N;55.0;True;False;False;0.0;1.0;1.0;76.0;73.05862531849138;1.8087745013864427;0
EEE;2014J;551117;M;South Region;A Level or Equivalent;0;30;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;37622;F;Scotland;HE Qualification;1;120;N;85.0;True;False;False;0.0;0.9090909090909091;0.0;0.0;136.80961538461537;2.3861573111573113;0
DDD;2014B;585372;F;Yorkshire Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;653616;M;West Midlands Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014B;621401;M;Yorkshire Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.808768656716418;0.0;0.0;5.511111111111111;2.6333333333333333;0
CCC;2014J;2504694;F;North Western Region;Lower Than A Level;0;90;Y;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;643404;F;Scotland;HE Qualification;0;60;N;45.0;True;False;False;0.0;0.75;0.0;0.0;80.73771413771414;5.478163503163503;0
BBB;2013J;578520;M;Ireland;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0
BBB;2013B;547259;F;East Anglian Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;0.9090909090909091;0.0;0.0;101.35163741039848;1.4254415932889068;0
GGG;2014B;561441;F;South Region;Lower Than A Level;1;60;N;45.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;488386;F;London Region;HE Qualification;0;60;Y;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;631658;M;East Anglian Region;Lower Than A Level;0;60;N;95.0;False;True;False;0.0;1.0;0.0;0.0;121.4758575047223;3.410301928991565;0
CCC;2014J;409953;M;West Midlands Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;1.0;1.0;70.0;128.7483572847497;1.578348420120572;0
CCC;2014B;617355;F;South Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;1.0;1.0;78.0;99.31091508345854;2.2108384535550676;0
FFF;2014J;681063;M;South Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;549713;F;West Midlands Region;Lower Than A Level;0;60;Y;5.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;404050;M;West Midlands Region;Lower Than A Level;0;95;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;618534;F;East Midlands Region;Lower Than A Level;0;120;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0
GGG;2013J;483158;F;West Midlands Region;A Level or Equivalent;0;30;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;0
CCC;2014J;560554;M;North Western Region;A Level or Equivalent;0;30;N;15.0;True;False;False;0.0;0.625;1.0;32.0;138.83222639933166;3.1997284878863828;0
DDD;2013B;191896;F;London Region;Lower Than A Level;0;60;N;15.0;False;True;False;0.0;0.8461538461538461;1.0;33.0;80.61557570497787;1.6237686324642846;0
GGG;2014J;636018;F;North Western Region;Lower Than A Level;0;30;N;5.0;True;False;False;0.0;1.0;0.0;0.0;108.25176246043826;3.2800473532893624;0
EEE;2013J;599284;M;Wales;Lower Than A Level;0;30;N;85.0;True;False;False;0.0;0.5;0.0;0.0;58.91576958206061;3.0811432241978918;0
FFF;2014B;624556;M;West Midlands Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;66.36599385801752;3.601142268501604;0
FFF;2013J;2239746;M;East Anglian Region;Lower Than A Level;1;120;Y;95.0;True;False;False;0.0;1.0;0.0;0.0;58.867694951707165;3.8570565947163304;0
BBB;2014B;624734;F;East Anglian Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;609282;F;West Midlands Region;Lower Than A Level;1;120;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;697257;M;North Western Region;A Level or Equivalent;0;120;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;548173;F;East Anglian Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;1585768;F;Wales;A Level or Equivalent;0;60;N;85.0;False;True;False;0.0;0.4;0.0;0.0;11.661011904761905;2.5654761904761902;0
CCC;2014B;625740;M;North Western Region;HE Qualification;0;60;N;35.0;True;False;False;0.0;0.875;0.0;0.0;60.90757456239201;2.9707610247164;0
FFF;2014J;125063;M;London Region;Lower Than A Level;0;60;N;65.0;False;True;False;0.0;1.0;0.0;0.0;115.11737263168041;3.776466651592524;0
CCC;2014B;633637;M;Yorkshire Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.125;0.0;0.0;14.426997245179063;3.275482093663912;0
FFF;2013J;2345900;F;South West Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;1.0;0.0;0.0;103.26797854824797;3.217332775430414;0
BBB;2014J;578861;F;South East Region;A Level or Equivalent;0;60;N;25.0;False;True;False;0.0;0.8;0.0;0.0;129.46085766585958;2.901355988165581;0
EEE;2014J;502004;M;North Western Region;A Level or Equivalent;0;60;N;45.0;False;True;False;0.0;1.0;0.0;0.0;123.07583097618306;3.6110131321747843;0
CCC;2014J;584443;F;Scotland;Lower Than A Level;0;150;Y;75.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;500068;M;West Midlands Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;1.0;0.0;0.0;77.48530319734634;3.0736366097061842;0
BBB;2014J;412081;F;Ireland;A Level or Equivalent;1;60;N;35.0;False;True;False;0.0;1.0;0.0;0.0;85.3696923597025;3.237525354969574;0
FFF;2014J;630910;M;South West Region;A Level or Equivalent;0;60;N;25.0;False;True;False;0.0;1.0;0.0;0.0;117.05468620626093;5.702290708562833;0
EEE;2013J;575336;M;East Anglian Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;92.4960015480315;2.9010604951516723;0
CCC;2014J;696469;M;Ireland;HE Qualification;0;90;N;47.115494568324756;False;True;False;0.0;1.0;1.0;94.0;107.82671826530697;2.3590646931473542;0
CCC;2014J;591083;F;North Region;Lower Than A Level;0;30;N;25.0;False;True;False;0.0;0.75;1.0;28.0;103.02069451284193;3.5129480616804476;0
FFF;2013J;571973;M;London Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;1.0;0.0;0.0;67.9813966963967;3.1423755701028426;0
CCC;2014J;607947;M;North Western Region;A Level or Equivalent;0;30;N;75.0;True;False;False;0.0;1.0;1.0;88.0;92.97240055541941;1.9944376378338642;0
EEE;2013J;356568;F;South West Region;HE Qualification;0;240;N;75.0;True;False;False;0.0;1.0;0.0;0.0;62.9892439191065;3.7167655298072844;0
FFF;2014J;676324;M;East Midlands Region;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;687406;F;Wales;HE Qualification;0;60;N;55.0;False;True;False;0.0;1.0;0.0;0.0;69.5212432091957;2.318628865687689;0
FFF;2014B;543686;M;East Midlands Region;A Level or Equivalent;0;60;Y;5.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;85.9895853960606;3.0608831841761828;0
FFF;2014B;634426;M;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;68.39795260066097;3.3592047157930263;0
DDD;2013J;549032;F;South East Region;A Level or Equivalent;0;120;N;25.0;True;False;False;0.0;1.0;1.0;64.0;104.88886379820745;1.720661974467206;0
DDD;2013J;231572;M;South West Region;A Level or Equivalent;0;120;N;55.0;True;False;False;0.0;0.8333333333333334;1.0;64.0;137.90173933209647;1.5573051948051948;0
FFF;2013J;424171;M;South Region;A Level or Equivalent;0;90;N;65.0;True;False;False;0.0;1.0;0.0;0.0;106.26413095490743;3.2195043494892452;0
FFF;2013B;60519;F;London Region;A Level or Equivalent;0;60;N;5.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;600842;M;North Western Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2014B;630538;F;South West Region;Lower Than A Level;0;90;N;95.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;38941;F;East Midlands Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.09090909090909091;0.0;0.0;73.14479609086642;1.9764644206342048;0
EEE;2014B;426316;M;Scotland;HE Qualification;0;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;85.21845015125066;6.305964682754965;0
EEE;2014J;2067969;M;Scotland;HE Qualification;0;60;N;75.0;False;True;False;0.0;1.0;0.0;0.0;117.25118035845591;4.086789789730966;0
FFF;2014J;654236;M;North Region;A Level or Equivalent;0;90;N;47.115494568324756;True;False;False;0.0;1.0;0.0;0.0;76.65645784052847;4.067979788724563;0
BBB;2013B;550051;F;East Midlands Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;495734;M;London Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.8461538461538461;1.0;60.0;96.1451351114135;1.6963889957446836;0
CCC;2014J;622192;F;Scotland;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;1.0;1.0;78.0;78.01006217466744;2.127551892551893;0
BBB;2014J;681150;F;South West Region;Lower Than A Level;0;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;88.78296819599743;4.088346913251765;0
BBB;2013B;133155;F;Yorkshire Region;HE Qualification;0;60;N;55.0;False;True;False;0.0;1.0;0.0;0.0;111.4299437226005;2.122407567869614;0
FFF;2014B;614730;M;South West Region;Lower Than A Level;0;60;Y;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;568559;F;East Midlands Region;Lower Than A Level;1;120;N;95.0;False;True;False;0.0;1.0;0.0;0.0;116.30799265697182;1.5649503979743842;0
DDD;2014B;601731;M;London Region;A Level or Equivalent;1;210;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0
FFF;2014B;466576;M;Scotland;Post Graduate Qualification;0;75;N;55.0;True;False;False;0.0;0.6666666666666666;0.0;0.0;114.7886519465505;3.769816088366813;0
DDD;2014J;637473;M;West Midlands Region;A Level or Equivalent;0;60;N;95.0;True;False;False;0.0;1.0;1.0;76.0;137.58498318792562;1.9561268038547097;0
CCC;2014J;685236;M;Wales;HE Qualification;0;60;N;75.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2014B;592001;F;London Region;A Level or Equivalent;0;30;N;55.0;True;False;False;0.0;0.7777777777777778;0.0;0.0;106.43575036075035;2.073905723905724;0
FFF;2013B;377046;F;South East Region;Lower Than A Level;0;90;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;573462;F;Wales;HE Qualification;0;60;N;15.0;False;True;False;0.0;0.75;0.0;0.0;75.12734577922078;4.508428030303031;0
DDD;2013B;435780;F;Scotland;Lower Than A Level;1;180;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;513368;F;North Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;627061;M;Scotland;HE Qualification;0;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;92.75476741728588;4.160638156256084;0
FFF;2013J;229191;M;London Region;A Level or Equivalent;0;120;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;603053;M;Scotland;A Level or Equivalent;0;90;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;0
CCC;2014J;576433;M;East Anglian Region;A Level or Equivalent;0;30;N;65.0;True;False;False;0.0;1.0;1.0;92.0;165.08400982615268;4.034658146086717;0
FFF;2014J;622275;M;South East Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;561810;M;East Anglian Region;A Level or Equivalent;0;60;N;75.0;True;False;False;0.0;0.8333333333333334;1.0;82.0;104.88279470077553;2.1503461398988803;0
FFF;2013B;546780;M;Wales;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;43.65686170688473;2.2443655546451597;0
FFF;2014B;631235;M;South West Region;HE Qualification;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;82.17631622604449;3.9821058953124173;0
BBB;2014J;674758;F;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;648287;M;Wales;A Level or Equivalent;0;150;N;85.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;101.35638982765133;3.811271868477492;0
FFF;2014B;592766;M;East Midlands Region;A Level or Equivalent;0;90;N;45.0;True;False;False;0.0;1.0;0.0;0.0;95.03442153731152;3.4006951991162286;0
CCC;2014J;688707;M;North Region;HE Qualification;0;30;N;47.115494568324756;True;False;False;0.0;0.625;0.0;0.0;40.472410494252344;1.5239212624940688;0
BBB;2014J;676322;F;Scotland;Lower Than A Level;0;120;N;65.0;True;False;False;0.0;1.0;0.0;0.0;89.24825775043308;1.937270425607561;0
BBB;2014J;628656;F;Scotland;HE Qualification;0;60;N;45.0;True;False;False;0.0;0.8;0.0;0.0;126.74807692307692;2.552950752950753;0
DDD;2014B;624839;M;North Western Region;Lower Than A Level;0;60;N;65.0;True;False;False;0.0;0.8333333333333334;1.0;73.0;85.26874036947426;1.5965927947608138;0
CCC;2014B;622130;F;Yorkshire Region;A Level or Equivalent;0;120;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;695169;M;West Midlands Region;A Level or Equivalent;0;120;N;85.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;125.19650077162733;5.276583727198263;0
EEE;2013J;578056;M;Yorkshire Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;103.08671126852944;3.4366956276047183;0
CCC;2014J;515426;F;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;0.75;0.0;0.0;68.54393592508623;2.9193561241965087;0
DDD;2013J;609480;F;South East Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;0.6982071713147411;0.6420982735723771;41.732403718459494;33.05769230769231;1.8461538461538463;0
FFF;2014B;617805;M;North Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;1.0;0.0;0.0;90.03670056058168;3.3294158759946586;0
EEE;2013J;401296;F;East Anglian Region;A Level or Equivalent;0;60;N;25.0;False;True;False;0.0;1.0;0.0;0.0;99.67794971660713;3.5559120855995854;0
DDD;2014B;563763;F;East Anglian Region;Lower Than A Level;0;60;Y;35.0;True;False;False;0.0;0.8333333333333334;1.0;82.0;81.74843323123955;1.62755134632605;0
CCC;2014J;615075;M;East Anglian Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;1.0;1.0;98.0;72.71362257412669;1.8158120877316783;0
EEE;2014J;676676;M;Wales;A Level or Equivalent;0;30;N;45.0;True;False;False;0.0;1.0;0.0;0.0;103.22204394632864;4.197695235067006;0
BBB;2013J;2512392;F;Wales;Lower Than A Level;1;60;N;95.0;False;True;False;0.0;0.9090909090909091;0.0;0.0;181.61997936761418;1.7020142302545331;0
EEE;2013J;550059;M;Ireland;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;0.25;0.0;0.0;35.591493094718906;4.5399406149406145;0
DDD;2013B;2526483;M;Scotland;Lower Than A Level;0;60;Y;25.0;False;True;False;0.0;0.6377753701697364;0.5652582159624413;31.854460093896712;32.891304347826086;1.8594202898550725;0
DDD;2014J;683718;M;Scotland;A Level or Equivalent;0;90;N;95.0;False;True;False;0.0;1.0;1.0;42.0;90.6175795359091;1.8599396160023633;0
BBB;2014J;653952;F;East Midlands Region;A Level or Equivalent;0;150;N;25.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;29335;M;West Midlands Region;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;1.0;0.0;0.0;97.40885458596358;2.947630478436407;0
BBB;2013B;265405;F;North Western Region;Lower Than A Level;1;60;N;85.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;605901;F;West Midlands Region;A Level or Equivalent;0;60;Y;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2014B;617346;F;London Region;Lower Than A Level;0;30;N;5.0;True;False;False;0.0;0.7735849056603774;0.0;0.0;8.261538461538462;1.9427350427350427;0
GGG;2014B;631542;M;North Western Region;A Level or Equivalent;0;30;Y;15.0;False;True;False;0.0;0.8888888888888888;0.0;0.0;110.74004050111705;2.620544190719969;0
FFF;2013B;486145;M;South Region;HE Qualification;1;120;N;45.0;True;False;False;0.0;0.25;0.0;0.0;41.877019062808536;2.804571023518392;0
FFF;2013J;585301;M;North Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;63.57747043952157;2.5156786472352914;0
BBB;2013B;531428;F;East Midlands Region;A Level or Equivalent;1;120;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;689231;M;South East Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;1.0;1.0;60.0;119.42184226402344;1.443462432906186;0
DDD;2014J;648419;F;North Western Region;A Level or Equivalent;0;120;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;637086;F;East Midlands Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;634878;F;Wales;HE Qualification;0;30;N;65.0;False;True;False;0.0;0.75;1.0;70.0;57.90430499606485;2.325427036565616;0
CCC;2014J;2063436;F;North Western Region;A Level or Equivalent;0;60;Y;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;407838;M;Ireland;A Level or Equivalent;0;60;N;47.115494568324756;False;True;False;0.0;0.0;0.0;0.0;17.629027634445592;1.9250487329434698;0
EEE;2014B;626789;M;South West Region;Lower Than A Level;0;30;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;504492;M;Scotland;HE Qualification;0;60;N;75.0;False;True;False;0.0;1.0;0.0;0.0;108.81782720766688;4.775453945879016;0
DDD;2014B;473406;M;Scotland;Lower Than A Level;1;120;N;95.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;623332;M;Scotland;A Level or Equivalent;0;120;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2013J;606190;M;East Midlands Region;Lower Than A Level;0;60;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;469499;M;North Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;1.0;0.0;0.0;111.189219819771;3.410576039861061;0
BBB;2014J;647876;F;East Anglian Region;Lower Than A Level;0;120;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;2142662;M;East Midlands Region;HE Qualification;0;30;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;601997;F;North Western Region;HE Qualification;0;30;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;602818;M;West Midlands Region;Lower Than A Level;0;120;N;35.0;True;False;False;0.0;1.0;0.0;0.0;110.68964868879928;3.6015938017749782;0
GGG;2014B;626675;F;East Anglian Region;Lower Than A Level;0;30;N;35.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;86.03472222222223;2.938657407407407;0
DDD;2013J;587576;M;North Region;A Level or Equivalent;0;180;N;47.115494568324756;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;634349;M;Scotland;A Level or Equivalent;0;120;N;5.0;True;False;False;0.0;0.08333333333333333;0.0;0.0;13.776767676767678;1.6747474747474747;0
CCC;2014B;579321;M;South East Region;Lower Than A Level;0;180;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;634365;F;East Anglian Region;HE Qualification;0;30;N;75.0;False;True;False;0.0;0.5;1.0;92.0;97.85448808431495;1.6421599132591236;0
DDD;2014B;468386;F;Scotland;HE Qualification;2;310;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;2366024;M;North Western Region;A Level or Equivalent;0;90;N;25.0;True;False;False;0.0;0.6666666666666666;0.0;0.0;56.52234627087074;1.5731131911497729;0
EEE;2014B;631334;M;South Region;A Level or Equivalent;0;60;Y;45.0;True;False;False;0.0;1.0;0.0;0.0;109.46126227308045;2.642900805703836;0
BBB;2013B;539710;F;West Midlands Region;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.7314562719968125;0.0;0.0;10.0;март.25;0
BBB;2014J;694380;F;Ireland;HE Qualification;0;60;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;516726;M;East Anglian Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;0.875;1.0;100.0;92.50767956172368;2.082792561469032;0
DDD;2014B;284540;F;South East Region;Lower Than A Level;1;120;N;85.0;True;False;False;0.0;0.16666666666666666;0.0;0.0;дек.75;1.4456018518518519;0
FFF;2013B;411013;M;North Region;Lower Than A Level;1;180;N;47.115494568324756;True;False;False;0.0;1.0;0.0;0.0;107.94671715655322;2.6501963883111426;0
GGG;2014J;609427;F;East Midlands Region;A Level or Equivalent;0;30;N;5.0;True;False;False;0.0;0.2222222222222222;0.0;0.0;83.83626503126503;2.4510864952041422;0
BBB;2014B;349401;F;South East Region;A Level or Equivalent;0;180;Y;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;642310;M;East Midlands Region;HE Qualification;0;60;N;25.0;False;True;False;0.0;1.0;1.0;73.0;105.08467232218833;1.650403463423032;0
BBB;2013J;243992;F;South Region;HE Qualification;0;60;N;85.0;False;True;False;0.0;0.9090909090909091;0.0;0.0;78.98952380952382;2.4632539682539685;0
BBB;2013J;2693772;F;London Region;Lower Than A Level;0;60;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;242390;F;London Region;Lower Than A Level;1;60;N;15.0;True;False;False;0.0;0.36363636363636365;0.0;0.0;18.325618073316285;1.396462063086104;0
FFF;2013J;590707;M;Yorkshire Region;Lower Than A Level;0;60;N;65.0;True;False;False;0.0;1.0;0.0;0.0;92.95670331879853;2.5635645831923286;0
