,code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click
20699,EEE,2014B,600814,M,South West Region,Lower Than A Level,0,180,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,90.11033787001529,5.486825800815983
20700,EEE,2014B,600879,M,South Region,A Level or Equivalent,1,90,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20701,EEE,2014B,600987,M,North Western Region,A Level or Equivalent,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,100.89701699937208,3.752797765841245
20702,EEE,2014B,601043,M,North Region,A Level or Equivalent,0,30,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,80.67645955235241,3.471208384705335
20703,EEE,2014B,601054,M,London Region,A Level or Equivalent,1,120,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,87.44392091776062,3.0879560219188296
20704,EEE,2014B,601211,M,North Region,A Level or Equivalent,0,30,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,100.90597057820476,5.817145335489718
20705,EEE,2014B,601248,M,Wales,Lower Than A Level,1,90,N,Fail,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20706,EEE,2014B,601386,M,South East Region,A Level or Equivalent,0,30,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,88.71809702627179,4.703599365746736
20707,EEE,2014B,602107,M,London Region,HE Qualification,0,60,N,Fail,85.0,True,False,False,0.0,0.5,0.0,0.0,38.68057387057387,3.633809523809524
20708,EEE,2014B,602150,M,London Region,A Level or Equivalent,1,90,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20709,EEE,2014B,602721,M,South Region,HE Qualification,0,30,N,Distinction,85.0,True,False,False,0.0,1.0,0.0,0.0,81.59051333999481,3.144430189065847
20710,EEE,2014B,603531,M,London Region,HE Qualification,0,60,N,Pass,75.0,False,True,False,0.0,0.75,0.0,0.0,124.67229943545732,4.13179919495709
20711,EEE,2014B,603791,M,Scotland,Lower Than A Level,0,120,N,Fail,25.0,True,False,False,0.0,0.808768656716418,0.0,0.0,-2.475,3.591666666666667
20712,EEE,2014B,603832,M,South West Region,A Level or Equivalent,0,60,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,117.89722436980992,3.767560053385125
20713,EEE,2014B,604078,M,South West Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20714,EEE,2014B,604172,M,South Region,HE Qualification,0,30,N,Distinction,65.0,False,True,False,0.0,1.0,0.0,0.0,91.79577673776164,3.122282220750376
20715,EEE,2014B,604270,M,London Region,Lower Than A Level,0,30,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,84.27688631602771,3.529576697519092
20716,EEE,2014B,604337,M,West Midlands Region,A Level or Equivalent,0,30,N,Fail,75.0,True,False,False,0.0,0.5,0.0,0.0,52.04479166666667,4.553819444444445
20717,EEE,2014B,604490,M,North Western Region,HE Qualification,1,90,N,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20718,EEE,2014B,604502,M,North Region,HE Qualification,1,60,N,Pass,47.11549456832475,False,True,False,0.0,1.0,0.0,0.0,117.33951811014538,3.504736139072636
20719,EEE,2014B,604571,M,East Midlands Region,Lower Than A Level,0,120,N,Pass,85.0,True,False,False,0.0,0.75,0.0,0.0,107.91976654298082,4.228776283240569
20720,EEE,2014B,604665,M,London Region,HE Qualification,1,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20721,EEE,2014B,604789,M,Yorkshire Region,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,92.51538858509912,3.661701336675021
20722,EEE,2014B,605130,M,Scotland,HE Qualification,0,75,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20723,EEE,2014B,605136,F,Scotland,HE Qualification,0,45,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20724,EEE,2014B,605367,M,London Region,A Level or Equivalent,0,30,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,91.41637773347549,5.640187335320833
20725,EEE,2014B,605688,M,South Region,A Level or Equivalent,0,60,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,96.3884170913832,3.418025195143839
20726,EEE,2014B,606025,M,North Western Region,Lower Than A Level,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20727,EEE,2014B,606127,M,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.75,0.0,0.0,64.15681818181818,3.6390866370471633
20728,EEE,2014B,606182,M,Scotland,A Level or Equivalent,0,30,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,86.19821350688817,4.446466026970228
20729,EEE,2014B,606290,M,East Midlands Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20730,EEE,2014B,606350,M,East Anglian Region,A Level or Equivalent,1,150,N,Fail,15.0,True,False,False,0.0,0.808768656716418,0.0,0.0,21.15,3.0333333333333337
20731,EEE,2014B,607413,M,East Anglian Region,HE Qualification,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20732,EEE,2014B,607570,M,Wales,Lower Than A Level,0,30,N,Fail,15.0,True,False,False,0.0,0.25,0.0,0.0,4.246853146853147,4.096270396270397
20733,EEE,2014B,607703,M,Scotland,Lower Than A Level,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20734,EEE,2014B,608152,F,Scotland,HE Qualification,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,102.40152086475616,2.7523287605640547
20735,EEE,2014B,608694,M,East Anglian Region,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20736,EEE,2014B,609241,F,West Midlands Region,HE Qualification,1,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20737,EEE,2014B,609383,M,South Region,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,1.0,0.0,0.0,65.62714579998924,4.389750053840016
20738,EEE,2014B,609450,M,Scotland,HE Qualification,0,60,N,Fail,45.0,True,False,False,0.0,0.75,0.0,0.0,74.59540229885057,3.932348111658456
20739,EEE,2014B,609605,M,Wales,HE Qualification,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20740,EEE,2014B,609645,M,South Region,A Level or Equivalent,0,120,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,105.32721071325544,3.9543446885129665
20741,EEE,2014B,610234,M,Scotland,HE Qualification,0,90,N,Distinction,55.0,True,False,False,0.0,1.0,0.0,0.0,83.8852856958541,4.122662434272677
20742,EEE,2014B,610287,M,East Anglian Region,HE Qualification,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20743,EEE,2014B,610684,M,East Midlands Region,Lower Than A Level,0,30,Y,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,109.605891152176,4.256061756882191
20744,EEE,2014B,610718,M,North Region,Lower Than A Level,0,60,N,Fail,45.0,True,False,False,0.0,0.808768656716418,0.0,0.0,2.0,4.0
20745,EEE,2014B,610927,M,South West Region,A Level or Equivalent,0,30,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20746,EEE,2014B,611024,F,North Region,Post Graduate Qualification,0,30,N,Pass,47.11549456832475,False,True,False,0.0,1.0,0.0,0.0,113.63387933814953,4.129868609313485
20747,EEE,2014B,611407,M,South Region,A Level or Equivalent,0,30,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,87.98064353422558,4.411927131175114
20748,EEE,2014B,611502,M,West Midlands Region,Lower Than A Level,0,60,N,Distinction,65.0,False,True,False,0.0,1.0,0.0,0.0,99.82965808769872,3.617857824457472
20749,EEE,2014B,611971,M,North Western Region,A Level or Equivalent,0,30,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20750,EEE,2014B,611999,M,Ireland,A Level or Equivalent,0,30,N,Fail,25.0,True,False,False,0.0,0.75,0.0,0.0,88.84051963031202,5.061880046136102
20751,EEE,2014B,612023,M,South Region,Lower Than A Level,0,60,N,Fail,35.0,True,False,False,0.0,0.5,0.0,0.0,53.89982578397213,4.008420441347271
20752,EEE,2014B,612124,M,South East Region,A Level or Equivalent,0,60,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20753,EEE,2014B,612127,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,82.94865689865689,4.500407000407001
20754,EEE,2014B,612287,M,Wales,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20755,EEE,2014B,612327,M,South West Region,A Level or Equivalent,0,30,N,Distinction,55.0,True,False,False,0.0,1.0,0.0,0.0,88.27889026265966,2.3260239588145315
20756,EEE,2014B,612397,M,South East Region,Lower Than A Level,0,60,N,Fail,55.0,False,True,False,0.0,0.5,0.0,0.0,27.418309365531588,3.531045086600642
20757,EEE,2014B,612449,M,East Anglian Region,A Level or Equivalent,0,30,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,106.13493978255693,4.086044412405786
20758,EEE,2014B,612644,M,South West Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,95.08996191226689,3.088364070671252
20759,EEE,2014B,612673,M,Wales,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.25,0.0,0.0,26.8510101010101,3.54040404040404
20760,EEE,2014B,612882,M,East Anglian Region,HE Qualification,0,60,N,Fail,25.0,True,False,False,0.0,0.25,0.0,0.0,42.61923076923077,3.93974358974359
20761,EEE,2014B,613091,M,Scotland,A Level or Equivalent,0,30,N,Fail,55.0,True,False,False,0.0,0.5,0.0,0.0,48.14751803751803,3.595873015873016
20762,EEE,2014B,613116,F,West Midlands Region,Lower Than A Level,0,60,N,Fail,75.0,True,False,False,0.0,0.808768656716418,0.0,0.0,0.4363636363636363,2.377272727272727
20763,EEE,2014B,613120,M,London Region,A Level or Equivalent,0,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20764,EEE,2014B,613122,M,North Western Region,HE Qualification,0,60,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,94.08947902746604,5.100801164924541
20765,EEE,2014B,613133,M,North Region,Post Graduate Qualification,0,60,N,Pass,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,93.05929620567302,4.00048919143122
20766,EEE,2014B,613213,M,South Region,Lower Than A Level,0,60,N,Distinction,35.0,False,True,False,0.0,1.0,0.0,0.0,68.58539774928711,3.1143556818315936
20767,EEE,2014B,613387,M,North Region,HE Qualification,0,60,N,Fail,85.0,True,False,False,0.0,0.808768656716418,0.0,0.0,16.0,5.277777777777778
20768,EEE,2014B,613501,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,0.75,0.0,0.0,107.82539627250488,4.09477842226233
20769,EEE,2014B,613790,M,Scotland,HE Qualification,0,30,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20770,EEE,2014B,614234,M,Scotland,HE Qualification,0,75,N,Distinction,65.0,False,True,False,0.0,1.0,0.0,0.0,101.53653584700444,4.218340505179987
20771,EEE,2014B,614245,M,Scotland,A Level or Equivalent,0,30,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,82.60647999132459,3.679197382424936
20772,EEE,2014B,614754,M,Scotland,HE Qualification,0,30,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,84.07152350092012,4.690485597373103
20773,EEE,2014B,614952,M,London Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20774,EEE,2014B,615112,M,Wales,Lower Than A Level,0,30,N,Fail,25.0,False,True,False,0.0,0.808768656716418,0.0,0.0,13.535714285714286,5.607142857142857
20775,EEE,2014B,615229,M,Yorkshire Region,A Level or Equivalent,0,60,Y,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,100.57633108129558,4.923963584411495
20776,EEE,2014B,615242,M,East Anglian Region,Lower Than A Level,0,30,N,Fail,5.0,True,False,False,0.0,0.25,0.0,0.0,47.47316427327897,2.141407066269479
20777,EEE,2014B,616386,M,East Midlands Region,Lower Than A Level,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,108.35632674813914,3.409268354121067
20778,EEE,2014B,616407,M,Wales,Lower Than A Level,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20779,EEE,2014B,616439,M,East Anglian Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,99.80622220248044,4.4316238351600195
20780,EEE,2014B,616700,M,London Region,Lower Than A Level,0,30,N,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
20781,EEE,2014B,616708,M,South East Region,A Level or Equivalent,0,30,N,Fail,75.0,True,False,False,0.0,0.25,0.0,0.0,38.72565236620965,6.154046881910659
20782,EEE,2014B,616831,M,North Western Region,Lower Than A Level,0,60,N,Distinction,5.0,True,False,False,0.0,1.0,0.0,0.0,111.96639164814312,3.172381006957817
20783,EEE,2014B,616927,M,North Region,A Level or Equivalent,0,30,N,Fail,75.0,True,False,False,0.0,0.5,0.0,0.0,35.82495318364466,3.3969464191432976
20784,EEE,2014B,616976,M,Yorkshire Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20785,EEE,2014B,617186,F,London Region,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.808768656716418,0.0,0.0,8.625,1.625
20786,EEE,2014B,617309,M,Wales,A Level or Equivalent,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20787,EEE,2014B,617331,M,South Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20788,EEE,2014B,617355,F,South Region,Lower Than A Level,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,94.2029159773894,3.3673557735117523
20789,EEE,2014B,617365,M,Scotland,Lower Than A Level,0,60,N,Distinction,25.0,True,False,False,0.0,1.0,0.0,0.0,100.9560722574414,5.479671875708045
20790,EEE,2014B,617418,M,North Western Region,A Level or Equivalent,0,30,N,Fail,25.0,True,False,False,0.0,0.75,0.0,0.0,80.77865686944634,3.2979332071437337
20791,EEE,2014B,617455,M,East Anglian Region,A Level or Equivalent,0,30,N,Pass,75.0,True,False,False,0.0,0.75,0.0,0.0,116.53857185990336,3.333014917923691
20792,EEE,2014B,617531,M,Scotland,HE Qualification,0,120,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,80.5269869976484,4.057513451112587
20793,EEE,2014B,617898,M,North Region,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20794,EEE,2014B,618078,M,East Midlands Region,A Level or Equivalent,0,60,N,Fail,15.0,True,False,False,0.0,0.75,0.0,0.0,111.06930272108843,3.172619047619047
20795,EEE,2014B,618514,M,West Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20796,EEE,2014B,618571,M,North Region,A Level or Equivalent,0,60,N,Pass,5.0,False,True,False,0.0,1.0,0.0,0.0,79.20828367456113,3.647919278501104
20797,EEE,2014B,618583,F,East Anglian Region,A Level or Equivalent,0,90,Y,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,98.3234487719475,3.75435454142655
20798,EEE,2014B,618606,M,East Midlands Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,0.75,0.0,0.0,78.59831376352287,7.6464161833568784
20799,EEE,2014B,618619,M,East Midlands Region,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20800,EEE,2014B,618701,M,North Western Region,Lower Than A Level,0,90,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20801,EEE,2014B,618768,M,East Anglian Region,Lower Than A Level,0,90,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20802,EEE,2014B,618777,M,South West Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,74.97672074134194,3.36865505972433
20803,EEE,2014B,618824,F,Wales,Lower Than A Level,0,60,N,Distinction,5.0,True,False,False,0.0,1.0,0.0,0.0,109.44948895983124,3.2978180430641415
20804,EEE,2014B,618982,M,South East Region,Lower Than A Level,0,30,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,106.6892594417077,6.293189928845102
20805,EEE,2014B,619006,M,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20806,EEE,2014B,619014,M,Yorkshire Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,0.75,0.0,0.0,84.68024359892874,2.63905003209351
20807,EEE,2014B,619292,M,North Region,A Level or Equivalent,0,60,N,Distinction,47.11549456832475,False,True,False,0.0,1.0,0.0,0.0,91.30352962260388,3.7509880787080614
20808,EEE,2014B,619369,M,East Anglian Region,Lower Than A Level,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20809,EEE,2014B,619380,M,South East Region,A Level or Equivalent,0,30,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,109.34666669417142,3.567037353910559
20810,EEE,2014B,619503,M,North Region,A Level or Equivalent,0,30,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,114.00119330787729,4.039923085978806
20811,EEE,2014B,619887,M,East Midlands Region,Lower Than A Level,0,180,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20812,EEE,2014B,619927,M,South West Region,Lower Than A Level,0,30,N,Distinction,35.0,True,False,False,0.0,1.0,0.0,0.0,71.73158860975134,4.309721384487342
20813,EEE,2014B,619928,F,South West Region,Lower Than A Level,0,30,N,Distinction,35.0,True,False,False,0.0,1.0,0.0,0.0,80.54253868164822,4.875343783603563
20814,EEE,2014B,620215,M,North Western Region,A Level or Equivalent,0,60,Y,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,104.83179093939304,3.672780017122405
20815,EEE,2014B,620260,M,North Western Region,A Level or Equivalent,0,60,N,Fail,35.0,False,True,False,0.0,0.808768656716418,0.0,0.0,1.875,5.666666666666667
20816,EEE,2014B,620369,M,Wales,A Level or Equivalent,0,75,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,89.73916782962628,6.512613206358191
20817,EEE,2014B,620376,M,South Region,Lower Than A Level,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20818,EEE,2014B,620414,M,East Midlands Region,Lower Than A Level,0,30,N,Fail,65.0,True,False,False,0.0,1.0,0.0,0.0,70.17008768004244,3.0385129660016537
20819,EEE,2014B,620434,M,East Anglian Region,Lower Than A Level,0,30,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20820,EEE,2014B,620646,M,South Region,Lower Than A Level,0,60,N,Pass,95.0,True,False,False,0.0,0.75,0.0,0.0,49.252859813797315,3.0030649038461537
20821,EEE,2014B,620713,M,South West Region,Lower Than A Level,0,120,Y,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20822,EEE,2014B,620716,M,Ireland,Lower Than A Level,0,30,Y,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,71.32077505981485,3.0626130160145646
20823,EEE,2014B,620876,M,South Region,A Level or Equivalent,0,60,N,Fail,85.0,True,False,False,0.0,0.75,0.0,0.0,55.82078373015873,3.875644841269841
20824,EEE,2014B,620916,M,East Midlands Region,Lower Than A Level,0,60,N,Fail,15.0,True,False,False,0.0,1.0,0.0,0.0,83.50067849847662,2.586720635458884
20825,EEE,2014B,620918,M,Yorkshire Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20826,EEE,2014B,620977,M,South West Region,A Level or Equivalent,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20827,EEE,2014B,621401,M,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.808768656716418,0.0,0.0,5.511111111111111,2.6333333333333333
20828,EEE,2014B,621414,M,North Region,Lower Than A Level,0,30,N,Pass,45.0,False,True,False,0.0,0.75,0.0,0.0,97.613961444209,4.746818790154329
20829,EEE,2014B,621619,M,East Anglian Region,Lower Than A Level,0,60,Y,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20830,EEE,2014B,621655,M,North Western Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,99.11335522451404,4.119788320176556
20831,EEE,2014B,621853,M,East Anglian Region,Lower Than A Level,0,30,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20832,EEE,2014B,621906,M,South East Region,Lower Than A Level,0,60,N,Fail,85.0,True,False,False,0.0,1.0,0.0,0.0,93.70194709792747,5.223703344585697
20833,EEE,2014B,622015,M,Scotland,Lower Than A Level,0,60,N,Fail,75.0,True,False,False,0.0,0.75,0.0,0.0,40.33630993047994,2.8323787781223246
20834,EEE,2014B,622037,M,East Anglian Region,A Level or Equivalent,0,30,N,Fail,25.0,True,False,False,0.0,1.0,0.0,0.0,91.84648026975329,5.8224114665597675
20835,EEE,2014B,622280,M,Scotland,Lower Than A Level,0,30,N,Fail,5.0,False,True,False,0.0,0.5,0.0,0.0,36.86123378433161,3.480991815400783
20836,EEE,2014B,622315,M,North Region,Lower Than A Level,0,30,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20837,EEE,2014B,622368,M,South Region,Lower Than A Level,0,60,Y,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,123.8551119045901,4.886740059893203
20838,EEE,2014B,622398,M,North Western Region,HE Qualification,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20839,EEE,2014B,622425,M,North Western Region,A Level or Equivalent,0,30,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,110.7443461893922,5.122282522846904
20840,EEE,2014B,622609,M,Yorkshire Region,A Level or Equivalent,0,30,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,83.44738279808047,3.221418168394912
20841,EEE,2014B,622812,M,East Midlands Region,A Level or Equivalent,0,30,Y,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,88.5961446941929,4.090872369193897
20842,EEE,2014B,622948,M,North Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,75.61690057283143,3.1748822513184214
20843,EEE,2014B,623079,M,South West Region,Lower Than A Level,0,30,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,107.6841642313954,6.189499125050602
20844,EEE,2014B,623100,M,London Region,A Level or Equivalent,0,30,N,Pass,45.0,True,False,False,0.0,1.0,0.0,0.0,85.36530140753466,4.906316355121152
20845,EEE,2014B,623105,M,North Western Region,Lower Than A Level,0,30,N,Fail,65.0,True,False,False,0.0,0.808768656716418,0.0,0.0,3.604166666666667,2.854166666666667
20846,EEE,2014B,623111,M,Yorkshire Region,A Level or Equivalent,0,120,Y,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20847,EEE,2014B,623115,M,East Midlands Region,A Level or Equivalent,0,60,N,Fail,65.0,True,False,False,0.0,0.5,0.0,0.0,33.12778804528804,4.707511655011655
20848,EEE,2014B,623184,F,South West Region,A Level or Equivalent,0,60,N,Fail,85.0,True,False,False,0.0,0.25,0.0,0.0,32.29524840239126,4.005998763141621
20849,EEE,2014B,623250,M,East Anglian Region,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,112.66848964788343,3.894336842668609
20850,EEE,2014B,623421,M,East Midlands Region,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,79.93357816391058,3.9649913260024063
20851,EEE,2014B,623562,M,West Midlands Region,A Level or Equivalent,0,60,Y,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,75.05638422980527,3.4177297410192145
20852,EEE,2014B,623609,M,North Western Region,Lower Than A Level,0,60,N,Fail,55.0,False,True,False,0.0,0.25,0.0,0.0,18.37456140350877,3.0280701754385966
20853,EEE,2014B,623667,M,South East Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,108.11178578828576,3.812362618862619
20854,EEE,2014B,623738,M,London Region,A Level or Equivalent,0,90,N,Fail,25.0,False,True,False,0.0,1.0,0.0,0.0,81.54392012775473,4.017025790779249
20855,EEE,2014B,623780,M,Scotland,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,84.0134991859992,3.571082576843446
20856,EEE,2014B,623797,F,North Region,Lower Than A Level,0,60,N,Pass,5.0,False,True,False,0.0,1.0,0.0,0.0,75.42266701376023,4.242585089349284
20857,EEE,2014B,623864,F,London Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,102.1252714066348,5.401375591343948
20858,EEE,2014B,623940,M,Wales,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.5,0.0,0.0,27.452335681505083,3.182430984348651
20859,EEE,2014B,624034,M,East Midlands Region,A Level or Equivalent,0,30,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20860,EEE,2014B,624050,M,East Anglian Region,Lower Than A Level,0,30,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20861,EEE,2014B,624092,M,South East Region,Lower Than A Level,0,30,N,Fail,75.0,True,False,False,0.0,0.75,0.0,0.0,97.0117364117364,4.411952861952861
20862,EEE,2014B,624126,M,South Region,Lower Than A Level,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20863,EEE,2014B,624153,M,West Midlands Region,Lower Than A Level,0,60,N,Fail,85.0,True,False,False,0.0,0.75,0.0,0.0,57.9860735930736,3.2792164502164503
20864,EEE,2014B,624266,F,South East Region,A Level or Equivalent,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20865,EEE,2014B,624384,M,Yorkshire Region,Lower Than A Level,0,30,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
20866,EEE,2014B,624441,M,South Region,A Level or Equivalent,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,124.87105925252985,4.296629192217427
20867,EEE,2014B,624469,M,Yorkshire Region,Lower Than A Level,0,30,N,Pass,75.0,False,True,False,0.0,0.75,0.0,0.0,104.87440156317363,4.017535807798499
